Growth rate,State variable,Smoothing,Residuals,Standard deviation,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,Coefficient of variation,Skewness,Kurtosis,AIC fold,AIC hopf,AIC null,Coherence factor,Params fold,Params hopf,Params null,Smax,Smax/Var,Cross correlation
0.0,0.02525137816564524,0.11355157820407644,-0.0883002000384312,0.14751516160751846,0.021760722904092287,0.834602733565027,0.666742816231204,0.513814339927479,0.9399321246668629,1.2952630425169511,2.179650148070873,3.218747853776529e-11,0.9999999999678124,4.598114295879368e-29,0.0,"{'sigma': 0.06616525592042322, 'lam': -0.37211780170933384}","{'sigma': 0.0257366737105853, 'mu': -0.07509182018681138, 'w0': 0.2218593936259568, 'delta': 1.3208496518757329e-09, 'psi': 0.2}",{'sigma': 0.06927942530405082},0.005572137962370086,0.256064009772497,0.7464498447630167
0.01,0.13801931924824068,0.16106874699558216,-0.023049427747341478,0.14709366304867236,0.02163654570907636,0.8103186567010351,0.6578085946681147,0.525274424613186,0.7711185264679953,0.6006176925588935,0.04060155777606868,9.385959848971798e-09,0.9999999906140401,1.9980300894720072e-25,0.0021189617612822967,"{'sigma': 0.06334791150663988, 'lam': -0.41696072646948146}","{'sigma': 0.022835834139085076, 'mu': -0.07591546274853145, 'w0': 0.22429285160822676, 'delta': 6.685407782924813e-10, 'psi': 0.2}",{'sigma': 0.06350759461304736},0.004237923522564593,0.19586876664821862,0.7649704621748081
0.02,0.043676070716224286,0.1119262513381742,-0.06825018062194992,0.16863771932992472,0.028438680380798463,0.8680906162509922,0.743791495689902,0.6318047549064765,0.802351165385305,0.6818619460356722,0.26356783394341454,2.8169338453499006e-27,1.0,1.6458694350548116e-40,0.0035347393112819497,"{'sigma': 0.06764972456460826, 'lam': -0.35640748357437246}","{'sigma': 0.026917388441906276, 'mu': -0.07264898593766222, 'w0': 0.21464201953697254, 'delta': 8.508567184151161e-10, 'psi': 0.2}",{'sigma': 0.07177902000310872},0.0070694786225638994,0.24858673215150823,0.8047637082117299
0.03,0.3890971706531772,0.28743822837781713,0.1016589422753601,0.16131103309134898,0.02602124939699828,0.8387940751964645,0.6953312863611935,0.5563030943019985,0.71490925757267,0.7219339592220803,1.0890876339276605,1.2852512315679838e-15,0.9999999999999987,3.8199843221648414e-31,0.003084269166784034,"{'sigma': 0.07235936175180209, 'lam': -0.39487772816093125}","{'sigma': 0.027438036984755776, 'mu': -0.07582678517498809, 'w0': 0.22403085303997675, 'delta': 7.11171121992038e-10, 'psi': 0.2}",{'sigma': 0.07303590479308068},0.006168538333568068,0.23705773075906372,0.7923140410507147
0.04,1.030724069690866,0.7063689400799334,0.3243551296109325,0.20007553248588325,0.04003021869950973,0.8949752500595449,0.7838326859137748,0.6787111741630594,0.41522140106971483,0.6128810484923778,1.054991056348466,4.536812835138131e-16,0.9999999999999996,2.926763879236978e-32,0.0,"{'sigma': 0.07233494761777569, 'lam': -0.32316907083613167}","{'sigma': 0.03000729364268384, 'mu': -0.0718290205039207, 'w0': 0.21221942624248794, 'delta': 2.086488981589696e-09, 'psi': 0.2}",{'sigma': 0.08092785665774527},0.00903836667305754,0.22578859088692008,0.9131580667072018
0.05,0.8817920784443518,0.780128514205883,0.10166356423846878,0.19907094064869266,0.039629239410755315,0.8864488781657263,0.7776669637440006,0.6713111475144836,0.5049532111587558,-0.04655600278809941,0.5649661192785486,4.219713093115978e-14,0.9999999999999578,2.473927311053626e-30,0.004023252734735045,"{'sigma': 0.07506154797505014, 'lam': -0.35962700305774176}","{'sigma': 0.029385373006803217, 'mu': -0.07327333040661821, 'w0': 0.2164866504352966, 'delta': 9.47489864344675e-10, 'psi': 0.2}",{'sigma': 0.07948085720919626},0.00804650546947009,0.2030446606877416,0.9479942537930134
0.06,1.322372342294983,1.4611218104480335,-0.13874946815305056,0.23533190755934988,0.05538110671552239,0.913289454907655,0.8382671038283371,0.7707201909057598,0.1942703142092288,-0.01906078153031905,-0.1978588619345351,3.0563811756917663e-33,1.0,1.2400777166217308e-44,0.0059922266858988184,"{'sigma': 0.07679652657755644, 'lam': -0.3186445475926276}","{'sigma': 0.030817575866860958, 'mu': -0.06809324328279587, 'w0': 0.201182043186665, 'delta': 3.1559157509519764e-09, 'psi': 0.2}",{'sigma': 0.08605705355729464},0.011984453371797637,0.21639967278657862,0.9735385153093434
0.07,1.8677579663456854,1.9594764638762172,-0.09171849753053185,0.2919170849037181,0.08521558445868456,0.9426056377400023,0.8839432312237554,0.8194956520814172,0.10108012333936539,0.21854732493698517,1.8310696343036077,1.7826090637241992e-35,1.0,3.597280852726916e-47,0.009048778940052916,"{'sigma': 0.09081893282195257, 'lam': -0.30250976744289204}","{'sigma': 0.03768939120547454, 'mu': -0.06787788389005023, 'w0': 0.20054575895770077, 'delta': 1.013633621482768e-12, 'psi': 0.2}",{'sigma': 0.10235974295884458},0.018097557880105832,0.21237380456951685,0.9658679980945204
0.08,6.1739442337701815,6.3689439295526595,-0.194999695782478,0.2177149079661526,0.047399781150710286,0.893442790147054,0.7924149382411018,0.6917415183982487,0.0406905621027992,-0.19735332192909083,-0.030809441898354575,4.8403853989445655e-18,1.0,1.374356122459042e-33,0.0051469333840584285,"{'sigma': 0.08023481503487213, 'lam': -0.34118372072379666}","{'sigma': 0.03226686359266884, 'mu': -0.07219629625744761, 'w0': 0.21330454421834463, 'delta': 8.671634521562055e-10, 'psi': 0.2}",{'sigma': 0.08722596545844188},0.010293866768116857,0.21717118767673052,0.9370357265370332
0.09,7.903781404021031,7.6979469341823865,0.20583446983864473,0.21660391396976147,0.04691725554701983,0.8937990391936776,0.7928590777758789,0.699816206258213,0.028591517500083943,-0.13409066531874098,1.0845811130979628,2.359037631506701e-16,0.9999999999999998,3.34473691897789e-32,0.004628999392547194,"{'sigma': 0.07611003768773524, 'lam': -0.3400559651407469}","{'sigma': 0.03059890040850033, 'mu': -0.07216597166334071, 'w0': 0.21321494982164085, 'delta': 7.29910576424686e-10, 'psi': 0.2}",{'sigma': 0.08333653700959232},0.009257998785094389,0.19732609414496013,0.948462077736069
